,Fullname,Teamname,Birthdate,Country,Height,Weight,pcs_url
639,Mauricio Moreira,Caja Rural - Seguros RGA,19950718,Uruguay,0.0,0.0,https://www.procyclingstats.com/rider/mauricio-moreira
640,Maurits Lammertink,Team Katusha - Alpecin,19900831,Netherlands,1.7000000000000002,59.0,https://www.procyclingstats.com/rider/maurits-lammertink
641,Mauro Finetto,Delko Marseille Provence KTM,19850510,Italy,1.77,65.0,https://www.procyclingstats.com/rider/mauro-finetto
642,Max Kanter,Development Team Sunweb,19971022,Germany,0.0,0.0,https://www.procyclingstats.com/rider/max-kanter
643,Max Walscheid,Team Sunweb  ,19930613,Germany,1.99,89.0,https://www.procyclingstats.com/rider/max-walscheid
644,Maxim Belkov,Team Katusha - Alpecin,19850109,Russia,1.8399999999999999,71.0,https://www.procyclingstats.com/rider/maxim-belkov
645,Maxime Bouet,Team Fortuneo - Samsic,19861103,France,1.8399999999999999,67.0,https://www.procyclingstats.com/rider/maxime-bouet
646,Maxime Daniel,Team Fortuneo - Samsic,19910605,France,1.8599999999999999,74.0,https://www.procyclingstats.com/rider/maxime-daniel
647,Maxime Farazijn,Sport Vlaanderen - Baloise,19940602,Belgium,1.83,73.5,https://www.procyclingstats.com/rider/maxime-farazijn
648,Maxime Monfort,Lotto Soudal,19830114,Belgium,1.81,66.0,https://www.procyclingstats.com/rider/maxime-monfort
649,Maxime Vantomme,WB Aqua Protect Veranclassic ,19860308,Belgium,1.74,63.0,https://www.procyclingstats.com/rider/maxime-vantomme
650,Maximilian Schachmann,Quick-Step Floors,19940109,Germany,1.83,70.0,https://www.procyclingstats.com/rider/maximilian-schachmann
651,Mehdi Benhamouda,Team Novo Nordisk,19950102,France,1.75,0.0,https://www.procyclingstats.com/rider/mehdi-benhamouda
652,Meiyin Wang,Bahrain Merida Pro Cycling Team,19881226,China,1.82,70.0,https://www.procyclingstats.com/rider/meiyin-wang
653,Mekseb Debesay,Team Dimension Data,19910616,Eritrea,1.82,64.0,https://www.procyclingstats.com/rider/mekseb-debesay
654,Merhawi Kudus,Team Dimension Data,19940123,Eritrea,1.73,58.0,https://www.procyclingstats.com/rider/merhawi-kudus
655,Michael Albasini,Mitchelton-Scott,19801220,Switzerland,1.72,65.0,https://www.procyclingstats.com/rider/michael-albasini
656,Michael Bresciani,Bardiani - CSF,19941220,Italy,0.0,0.0,https://www.procyclingstats.com/rider/michael-bresciani
657,Michael Carbel ,Team Fortuneo - Samsic,19950207,Denmark,1.8,73.0,https://www.procyclingstats.com/rider/michael-carbel
658,Michael Gogl,Trek - Segafredo,19931104,Austria,1.8599999999999999,70.0,https://www.procyclingstats.com/rider/michael-gogl
659,Michael Goolaerts,noteam,19940724,Belgium,1.8599999999999999,80.0,https://www.procyclingstats.com/rider/michael-goolaerts
660,Michael Hepburn,Mitchelton-Scott,19910817,Australia,1.8599999999999999,77.0,https://www.procyclingstats.com/rider/michael-hepburn
661,Michael Kolář,noteam,19921221,Slovakia,0.0,0.0,https://www.procyclingstats.com/rider/michael-kolar
662,Michael Matthews,Team Sunweb  ,19900926,Australia,1.8,0.0,https://www.procyclingstats.com/rider/michael-matthews
663,Michael Mørkøv,Quick-Step Floors,19850430,Denmark,1.83,69.0,https://www.procyclingstats.com/rider/michael-morkov
664,Michael Rice,Hagens Berman Axeon,19960125,Australia,0.0,0.0,https://www.procyclingstats.com/rider/michael-rice
665,Michael Schar,BMC Racing Team,19860929,Switzerland,1.96,74.0,https://www.procyclingstats.com/rider/michael-schar
666,Michael Schwarzmann,BORA - hansgrohe,19910107,Germany,1.74,69.0,https://www.procyclingstats.com/rider/michael-schwarzmann
667,Michael Storer,Team Sunweb  ,19970228,Australia,0.0,0.0,https://www.procyclingstats.com/rider/michael-storer
668,Michael Valgren,Astana Pro Team,19920207,Denmark,1.79,71.0,https://www.procyclingstats.com/rider/michael-valgren-andersen
669,Michael van Staeyen,"Cofidis, Solutions Crédits",19880813,Belgium,1.67,62.0,https://www.procyclingstats.com/rider/michael-van-staeyen
670,Michael Woods,Team EF Education First-Drapac p/b Cannondale,19861012,Canada,1.75,64.0,https://www.procyclingstats.com/rider/michael-woods
671,Michał Gołaś,Team Sky,19840429,Poland,1.8,65.0,https://www.procyclingstats.com/rider/michal-golas
672,Michal Kwiatkowski,Team Sky,19900602,Poland,1.76,68.0,https://www.procyclingstats.com/rider/michal-kwiatkowski
673,Michal Paluta,CCC Sprandi Polkowice ,19951004,Poland,1.74,65.0,https://www.procyclingstats.com/rider/michal-paluta
674,Michal Schlegel,CCC Sprandi Polkowice ,19950531,Czech Republic,1.8399999999999999,0.0,https://www.procyclingstats.com/rider/michal-schlegel
675,Michel Kreder,Aqua Blue Sport,19870815,Netherlands,1.8,67.0,https://www.procyclingstats.com/rider/michel-kreder
676,Mickaël Delage,Groupama - FDJ,19850806,France,1.8,70.0,https://www.procyclingstats.com/rider/mickael-delage
677,Miguel Ángel Benito,Caja Rural - Seguros RGA,19930921,Spain,1.81,67.0,https://www.procyclingstats.com/rider/miguel-angel-benito
678,Miguel Angel Lopez,Astana Pro Team,19940204,Colombia,1.7000000000000002,65.0,https://www.procyclingstats.com/rider/miguel-angel-lopez
679,Miguel Bryon,Holowesko - Citadel p/b Arapahoe Resources,19950110,United States,0.0,0.0,https://www.procyclingstats.com/rider/miguel-bryon
680,Miguel Eduardo Florez,Wilier Triestina - Selle Italia,19960221,Colombia,1.74,57.0,https://www.procyclingstats.com/rider/miguel-eduardo-florez
681,Mihkel Raim,Israel Cycling Academy,19930703,Estonia,1.76,69.0,https://www.procyclingstats.com/rider/mihkel-raim
682,Mickaël Chérel,AG2R La Mondiale,19860317,France,1.85,65.0,https://www.procyclingstats.com/rider/mikael-cherel
683,Mike Teunissen,Team Sunweb  ,19920825,Netherlands,1.8399999999999999,73.0,https://www.procyclingstats.com/rider/mike-teunissen
684,Mikel Aristi,Euskadi - Murias ,19930528,Spain,1.8,72.0,https://www.procyclingstats.com/rider/mikel-aristi
685,Mikel Bizkarra,Euskadi - Murias ,19890821,Spain,0.0,0.0,https://www.procyclingstats.com/rider/mikel-bizkarra
686,Mikel Iturria,Euskadi - Murias ,19920316,Spain,0.0,0.0,https://www.procyclingstats.com/rider/mikel-iturria
687,Mikel Landa,Movistar Team,19891213,Spain,1.73,60.0,https://www.procyclingstats.com/rider/mikel-landa
688,Mikel Nieve,Mitchelton-Scott,19840526,Spain,1.73,62.0,https://www.procyclingstats.com/rider/mikel-nieve
689,Mikkel Bjerg,Hagens Berman Axeon,19981103,Denmark,0.0,0.0,https://www.procyclingstats.com/rider/mikkel-bjerg
690,Milan Menten,Sport Vlaanderen - Baloise,19961031,Belgium,0.0,0.0,https://www.procyclingstats.com/rider/milan-menten
691,Miles Scotson,BMC Racing Team,19940118,Australia,1.8900000000000001,74.0,https://www.procyclingstats.com/rider/miles-scotson
692,Mirco Maestri,Bardiani - CSF,19911026,Italy,0.0,0.0,https://www.procyclingstats.com/rider/mirco-maestri
693,Mitchell Docker,Team EF Education First-Drapac p/b Cannondale,19861002,Australia,0.0,0.0,https://www.procyclingstats.com/rider/mitchell-docker
694,Moreno De Pauw,Sport Vlaanderen - Baloise,19910812,Belgium,1.81,72.0,https://www.procyclingstats.com/rider/moreno-de-pauw
695,Moreno Hofland,Lotto Soudal,19910831,Netherlands,1.79,71.0,https://www.procyclingstats.com/rider/moreno-hofland
696,Moreno Moser,Astana Pro Team,19901225,Italy,1.77,64.0,https://www.procyclingstats.com/rider/moreno-moser
697,Morgan Schmitt,Holowesko - Citadel p/b Arapahoe Resources,19850103,United States,0.0,0.0,https://www.procyclingstats.com/rider/morgan-schmitt
698,Nacer Bouhanni,"Cofidis, Solutions Crédits",19900725,France,1.75,66.0,https://www.procyclingstats.com/rider/nacer-bouhanni
699,Nairo Quintana,Movistar Team,19900204,Colombia,1.67,59.0,https://www.procyclingstats.com/rider/nairo-quintana
700,Nans Peters,AG2R La Mondiale,19940312,France,1.77,72.0,https://www.procyclingstats.com/rider/nans-peters
701,Nathan Brown,Team EF Education First-Drapac p/b Cannondale,19910707,United States,1.82,65.0,https://www.procyclingstats.com/rider/nathan-brown
702,Nathan Earle,Israel Cycling Academy,19880604,Australia,1.8,70.0,https://www.procyclingstats.com/rider/nathan-earle
703,Nathan Haas,Team Katusha - Alpecin,19890312,Australia,1.78,80.0,https://www.procyclingstats.com/rider/nathan-haas
704,Nathan Van Hooydonck,BMC Racing Team,19951012,Belgium,0.0,0.0,https://www.procyclingstats.com/rider/nathan-van-hooydonck
705,Natnael Berhane,Team Dimension Data,19910105,Eritrea,1.82,66.0,https://www.procyclingstats.com/rider/natnael-berhane
706,Neilson Powless,Team LottoNL-Jumbo,19960903,United States,1.83,67.0,https://www.procyclingstats.com/rider/neilson-powless
707,Nelson Oliveira,Movistar Team,19890306,Portugal,1.8,67.0,https://www.procyclingstats.com/rider/nelson-oliveira
708,Nelson Andres Soto,Caja Rural - Seguros RGA,19940619,Colombia,0.0,0.0,https://www.procyclingstats.com/rider/nelson-soto
709,Niccolo Bonifazio,Bahrain Merida Pro Cycling Team,19931029,Italy,1.72,68.0,https://www.procyclingstats.com/rider/niccolo-bonifazio
710,Nick Dougall,Team Dimension Data,19921121,South Africa,1.9,72.0,https://www.procyclingstats.com/rider/nick-dougall
711,Nick Schultz,Caja Rural - Seguros RGA,19940913,Australia,1.8,68.0,https://www.procyclingstats.com/rider/nick-schultz
712,Nick van der Lijke,Roompot - Nederlandse Loterij,19910923,Netherlands,1.76,61.0,https://www.procyclingstats.com/rider/nick-van-der-lijke
713,Nickolas Dlamini,Team Dimension Data,19950812,South Africa,0.0,0.0,https://www.procyclingstats.com/rider/nickolas-dlamini
714,Nico Denz,AG2R La Mondiale,19940215,Germany,1.83,71.0,https://www.procyclingstats.com/rider/nico-denz
715,Nicola Bagioli,Nippo - Vini Fantini - Europa Ovini,19950219,Italy,0.0,0.0,https://www.procyclingstats.com/rider/nicola-bagioli
716,Nicola Conci,Trek - Segafredo,19970105,Italy,0.0,0.0,https://www.procyclingstats.com/rider/nicola-conci
717,Nicolai Brøchner,Holowesko - Citadel p/b Arapahoe Resources,19930704,Denmark,0.0,0.0,https://www.procyclingstats.com/rider/nicolai-brochner
718,Nicolas Edet,"Cofidis, Solutions Crédits",19871202,France,1.76,60.0,https://www.procyclingstats.com/rider/nicolas-edet
719,Nicolas Roche,BMC Racing Team,19840703,Ireland,1.78,70.0,https://www.procyclingstats.com/rider/nicolas-roche
720,Nicolas Sessler,Burgos-BH ,19940429,Brazil,0.0,0.0,https://www.procyclingstats.com/rider/nicolas-sessler
721,Nicolay Cherkasov,Gazprom-RusVelo,19960926,Russia,0.0,0.0,https://www.procyclingstats.com/rider/nicolay-cherkasov
722,Nigel Ellsay,Rally Cycling,19940430,Canada,0.0,0.0,https://www.procyclingstats.com/rider/nigel-ellsay
723,Niki Terpstra,Quick-Step Floors,19840518,Netherlands,1.88,75.0,https://www.procyclingstats.com/rider/niki-terpstra
724,Nikias Arndt,Team Sunweb  ,19911118,Germany,1.88,77.5,https://www.procyclingstats.com/rider/nikias-arndt
725,Nikita Stalnov,Astana Pro Team,19910914,Kazakhstan,1.77,63.0,https://www.procyclingstats.com/rider/nikita-stalnov
726,Niklas Eg,Trek - Segafredo,19950106,Denmark,0.0,0.0,https://www.procyclingstats.com/rider/niklas-eg
727,Nikolas Maes,Lotto Soudal,19860409,Belgium,1.9,78.0,https://www.procyclingstats.com/rider/nikolas-maes
728,Nikolay Mihaylov,Delko Marseille Provence KTM,19880408,Bulgaria,1.83,70.0,https://www.procyclingstats.com/rider/nikolay-mihaylov
729,Nikolay Trusov,Gazprom-RusVelo,19850702,Russia,1.8599999999999999,77.0,https://www.procyclingstats.com/rider/nikolay-trusov
730,Nils Politt,Team Katusha - Alpecin,19940306,Germany,1.92,80.0,https://www.procyclingstats.com/rider/nils-politt
731,Guy Niv,Israel Cycling Academy,19940308,Israel,0.0,0.0,https://www.procyclingstats.com/rider/niv-guy
732,Nuno Bico,Movistar Team,19940703,Portugal,1.81,64.0,https://www.procyclingstats.com/rider/nuno-bico
733,Odd Christian Eiking,Wanty - Groupe Gobert,19941228,Norway,1.8,65.0,https://www.procyclingstats.com/rider/odd-christian-eiking
734,Oliver Naesen,AG2R La Mondiale,19900916,Belgium,1.8399999999999999,71.0,https://www.procyclingstats.com/rider/oliver-naesen
735,Olivier Le Gac,Groupama - FDJ,19930827,France,1.8,70.0,https://www.procyclingstats.com/rider/olivier-le-gac
736,Oliviero Troia,UAE-Team Emirates,19940901,Italy,1.9100000000000001,72.0,https://www.procyclingstats.com/rider/oliviero-troia
737,Omar Fraile,Astana Pro Team,19900717,Spain,1.8399999999999999,69.0,https://www.procyclingstats.com/rider/omar-fraile
738,Omer Goldstein,Israel Cycling Academy,19960813,Israel,0.0,0.0,https://www.procyclingstats.com/rider/omer-goldstein
739,Óscar Cabedo,Burgos-BH ,19941112,Spain,0.0,0.0,https://www.procyclingstats.com/rider/oscar-cabedo
740,Oscar Gatto,Astana Pro Team,19850101,Italy,1.74,67.0,https://www.procyclingstats.com/rider/oscar-gatto
741,Oscar Riesebeek,Roompot - Nederlandse Loterij,19921223,Netherlands,1.9100000000000001,75.0,https://www.procyclingstats.com/rider/oscar-riesebeek
742,Oscar Rodriguez,Euskadi - Murias ,19950506,Spain,0.0,0.0,https://www.procyclingstats.com/rider/oscar-rodriguez
743,Owain Doull,Team Sky,19930502,Great Britain,1.81,71.0,https://www.procyclingstats.com/rider/owain-doull
744,Pablo Torres,Burgos-BH ,19871127,Spain,1.74,63.5,https://www.procyclingstats.com/rider/pablo-torres
745,Paolo Simion,Bardiani - CSF,19921010,Italy,1.85,79.0,https://www.procyclingstats.com/rider/paolo-simion
746,Pascal Ackermann,BORA - hansgrohe,19940117,Germany,1.8,78.0,https://www.procyclingstats.com/rider/pascal-ackermann
747,Pascal Eenkhoorn,Team LottoNL-Jumbo,19970208,Netherlands,1.85,70.0,https://www.procyclingstats.com/rider/pascal-eenkhoorn
748,Patrick Bevin,BMC Racing Team,19910215,New Zealand,1.8,75.0,https://www.procyclingstats.com/rider/patrick-bevin
749,Patrick Konrad,BORA - hansgrohe,19911013,Austria,1.8,65.0,https://www.procyclingstats.com/rider/patrick-konrad
750,Patrick Müller,Vital Concept Cycling Club,19960418,Switzerland,0.0,0.0,https://www.procyclingstats.com/rider/patrick-muller
751,Patryk Stosz,CCC Sprandi Polkowice ,19940715,Poland,1.78,68.0,https://www.procyclingstats.com/rider/patryk-stosz
752,Paul Martens,Team LottoNL-Jumbo,19831026,Germany,1.78,69.0,https://www.procyclingstats.com/rider/paul-martens
753,Paul Ourselin,Direct Energie,19940413,France,1.85,70.0,https://www.procyclingstats.com/rider/paul-ourselin
754,Pavel Kochetkov,Team Katusha - Alpecin,19860307,Russia,1.8399999999999999,72.0,https://www.procyclingstats.com/rider/pavel-kochetkov
755,Pavel Sivakov,Team Sky,19970711,Russia,0.0,0.0,https://www.procyclingstats.com/rider/pavel-sivakov
756,Pawel Bernas,CCC Sprandi Polkowice ,19900524,Poland,1.9,77.0,https://www.procyclingstats.com/rider/pawel-bernas
757,Pawe Cielik,CCC Sprandi Polkowice ,19860412,Poland,1.76,63.0,https://www.procyclingstats.com/rider/pawel-cieslik
758,Pawe Franczak,CCC Sprandi Polkowice ,19911007,Poland,1.78,63.0,https://www.procyclingstats.com/rider/pawel-franczak
759,Pawel Poljanski,BORA - hansgrohe,19900506,Poland,0.0,0.0,https://www.procyclingstats.com/rider/pawel-poljanski
760,Pello Bilbao,Astana Pro Team,19900225,Spain,1.74,60.0,https://www.procyclingstats.com/rider/pello-bilbao
761,Perrig Quemeneur,Direct Energie,19840426,France,1.81,67.0,https://www.procyclingstats.com/rider/perrig-quemeneur
762,Peter Kennaugh,BORA - hansgrohe,19890615,Great Britain,1.73,66.0,https://www.procyclingstats.com/rider/peter-kennaugh
763,Peter Koning,Aqua Blue Sport,19901203,Netherlands,1.9,77.0,https://www.procyclingstats.com/rider/peter-koning
764,Peter Sagan,BORA - hansgrohe,19900126,Slovakia,1.8399999999999999,73.0,https://www.procyclingstats.com/rider/peter-sagan
765,Peter Stetina,Trek - Segafredo,19870808,United States,1.8,63.0,https://www.procyclingstats.com/rider/peter-stetina
766,Petr Vakoc,Quick-Step Floors,19920711,Czech Republic,1.8,68.0,https://www.procyclingstats.com/rider/petr-vakoc
767,Phil Bauhaus,Team Sunweb  ,19940708,Germany,1.8399999999999999,71.0,https://www.procyclingstats.com/rider/phil-bauhaus
768,Philip Deignan,Team Sky,19830907,Ireland,1.8,65.0,https://www.procyclingstats.com/rider/philip-deignan
769,Philippe Gilbert,Quick-Step Floors,19820705,Belgium,1.79,69.0,https://www.procyclingstats.com/rider/philippe-gilbert
770,Pierre Latour,AG2R La Mondiale,19931012,France,1.8,64.0,https://www.procyclingstats.com/rider/pierre-latour
771,Pierre-Luc Perichon,Team Fortuneo - Samsic,19870104,France,1.81,68.0,https://www.procyclingstats.com/rider/pierre-luc-perichon
772,Pierre Rolland,Team EF Education First-Drapac p/b Cannondale,19861010,France,1.8399999999999999,67.0,https://www.procyclingstats.com/rider/pierre-rolland
773,Piet Allegaert,Sport Vlaanderen - Baloise,19950120,Belgium,1.81,70.0,https://www.procyclingstats.com/rider/piet-allegaert
774,Pieter Serry,Quick-Step Floors,19881121,Belgium,1.8599999999999999,65.0,https://www.procyclingstats.com/rider/pieter-serry
775,Pieter Vanspeybrouck,Wanty - Groupe Gobert,19870210,Belgium,1.8599999999999999,72.0,https://www.procyclingstats.com/rider/pieter-vanspeybrouck
776,Pieter Weening,Roompot - Nederlandse Loterij,19810405,Netherlands,1.8599999999999999,66.0,https://www.procyclingstats.com/rider/pieter-weening
777,Pim Ligthart,Roompot - Nederlandse Loterij,19880616,Netherlands,1.81,72.0,https://www.procyclingstats.com/rider/pim-ligthart
778,Piotr Broyna,CCC Sprandi Polkowice ,19950217,Poland,1.9,71.0,https://www.procyclingstats.com/rider/piotr-brozyna
779,Preben Van Hecke,Sport Vlaanderen - Baloise,19820709,Belgium,1.79,69.0,https://www.procyclingstats.com/rider/preben-van-hecke
780,Primoz Roglic,Team LottoNL-Jumbo,19891029,Slovenia,1.77,65.0,https://www.procyclingstats.com/rider/primoz-roglic
781,Przemysaw Kasperkiewicz,Delko Marseille Provence KTM,19940301,Poland,0.0,0.0,https://www.procyclingstats.com/rider/przemyslaw-kasperkiewicz
782,Przemyslaw Niemiec,UAE-Team Emirates,19800411,Poland,1.8399999999999999,62.0,https://www.procyclingstats.com/rider/przemyslaw-niemiec
783,Quentin Jauregui,AG2R La Mondiale,19940422,France,1.76,60.0,https://www.procyclingstats.com/rider/quentin-jauregui
784,Quentin Pacher,Vital Concept Cycling Club,19920106,France,1.79,63.0,https://www.procyclingstats.com/rider/quentin-pacher
785,Quentin Valognes,Team Novo Nordisk,19960619,France,1.75,0.0,https://www.procyclingstats.com/rider/quentin-valognes
786,Rafael Reis,Caja Rural - Seguros RGA,19920715,Portugal,1.9,72.0,https://www.procyclingstats.com/rider/rafael-reis
787,Rafael Valls,Movistar Team,19870625,Spain,1.79,59.0,https://www.procyclingstats.com/rider/rafael-valls
788,Rafa Majka,BORA - hansgrohe,19890912,Poland,1.73,62.0,https://www.procyclingstats.com/rider/rafal-majka
789,Raffaello Bonusi,Androni Giocattoli - Sidermec,19920131,Italy,0.0,0.0,https://www.procyclingstats.com/rider/raffaello-bonusi
790,Ramon Sinkeldam,Groupama - FDJ,19890209,Netherlands,1.9300000000000002,77.0,https://www.procyclingstats.com/rider/ramon-sinkeldam
791,Ramunas Navardauskas,Bahrain Merida Pro Cycling Team,19880130,Lithuania,1.9,77.0,https://www.procyclingstats.com/rider/ramunas-navardauskas
792,Rayane Bouhanni,"Cofidis, Solutions Crédits",19960224,France,1.85,70.0,https://www.procyclingstats.com/rider/rayane-bouhanni
793,Reid Mcclure,Team Novo Nordisk,19951110,Canada,0.0,0.0,https://www.procyclingstats.com/rider/reid-mcclure
794,Rein Taaramäe,Direct Energie,19870424,Estonia,1.8399999999999999,66.0,https://www.procyclingstats.com/rider/rein-taaramae
795,Reinardt Janse van Rensburg,Team Dimension Data,19890203,South Africa,1.82,74.0,https://www.procyclingstats.com/rider/reinardt-janse-van-rensburg
796,Rémi Cavagna,Quick-Step Floors,19950810,France,1.8599999999999999,0.0,https://www.procyclingstats.com/rider/remi-cavagna
797,Rémy Di Grégorio,noteam,19850731,France,1.8,67.0,https://www.procyclingstats.com/rider/remy-di-gregorio
798,Remy Mertz,Lotto Soudal,19950717,Belgium,1.75,70.0,https://www.procyclingstats.com/rider/remy-mertz
799,Reto Hollenstein,Team Katusha - Alpecin,19850822,Switzerland,1.97,80.0,https://www.procyclingstats.com/rider/reto-hollenstein
800,Ricardo Vilela,Manzana Postobon,19871218,Portugal,1.7000000000000002,57.0,https://www.procyclingstats.com/rider/ricardo-vilela
801,Riccardo Minali,Astana Pro Team,19950419,Italy,1.8,74.0,https://www.procyclingstats.com/rider/riccardo-minali
802,Richard Carapaz,Movistar Team,19930529,Ecuador,0.0,0.0,https://www.procyclingstats.com/rider/richard-carapaz
803,Richie Porte,BMC Racing Team,19850130,Australia,1.72,62.0,https://www.procyclingstats.com/rider/richie-porte
804,Rick Zabel,Team Katusha - Alpecin,19931207,Germany,1.8399999999999999,72.0,https://www.procyclingstats.com/rider/rick-zabel
805,Rigoberto Uran,Team EF Education First-Drapac p/b Cannondale,19870126,Colombia,1.73,63.0,https://www.procyclingstats.com/rider/rigoberto-uran
806,Rik van IJzendoorn,Team Novo Nordisk,19870822,Netherlands,1.76,0.0,https://www.procyclingstats.com/rider/rik-van-ijzendoorn
807,Rob Britton,Rally Cycling,19840922,Canada,0.0,0.0,https://www.procyclingstats.com/rider/rob-britton
808,Robbe Ghys,Sport Vlaanderen - Baloise,19970111,Belgium,0.0,0.0,https://www.procyclingstats.com/rider/robbe-ghys
809,Robbert De Greef,Roompot - Nederlandse Loterij,19910827,Netherlands,1.79,65.0,https://www.procyclingstats.com/rider/robbert-de-greef
810,Robert Gesink,Team LottoNL-Jumbo,19860531,Netherlands,1.8900000000000001,70.0,https://www.procyclingstats.com/rider/robert-gesink
811,Robert Kišerlovski,Team Katusha - Alpecin,19860809,Croatia,1.8,72.0,https://www.procyclingstats.com/rider/robert-kiserlovski
812,Robert Power,Mitchelton-Scott,19950511,Australia,1.8399999999999999,68.0,https://www.procyclingstats.com/rider/robert-power
813,Robert Wagner,Team LottoNL-Jumbo,19830417,Germany,1.8599999999999999,75.0,https://www.procyclingstats.com/rider/robert-wagner
814,Roberto Ferrari,UAE-Team Emirates,19830309,Italy,1.73,73.0,https://www.procyclingstats.com/rider/roberto-ferrari
815,Robin Carpenter,Rally Cycling,19920620,United States,0.0,0.0,https://www.procyclingstats.com/rider/robin-carpenter
816,Rodolfo Andres Torres,Androni Giocattoli - Sidermec,19870321,Colombia,1.69,56.0,https://www.procyclingstats.com/rider/rodolfo-andres-torres
817,Roger Kluge,Mitchelton-Scott,19860205,Germany,1.92,83.0,https://www.procyclingstats.com/rider/roger-kluge
818,Rohan Dennis,BMC Racing Team,19900528,Australia,1.82,71.0,https://www.procyclingstats.com/rider/rohan-dennis
819,Romain Bardet,AG2R La Mondiale,19901109,France,1.8399999999999999,65.0,https://www.procyclingstats.com/rider/romain-bardet
820,Romain Cardis,Direct Energie,19920812,France,1.8,0.0,https://www.procyclingstats.com/rider/romain-cardis
821,Romain Combaud,Delko Marseille Provence KTM,19910401,France,1.75,64.0,https://www.procyclingstats.com/rider/romain-combaud
822,Romain Gioux,Team Novo Nordisk,19860906,France,1.6,0.0,https://www.procyclingstats.com/rider/romain-gioux
823,Romain Hardy,Team Fortuneo - Samsic,19880824,France,1.72,62.0,https://www.procyclingstats.com/rider/romain-hardy
824,Romain Le Roux,Team Fortuneo - Samsic,19920703,France,0.0,0.0,https://www.procyclingstats.com/rider/romain-le-roux
825,Romain Seigle,Groupama - FDJ,19941011,France,0.0,0.0,https://www.procyclingstats.com/rider/romain-seigle
826,Romain Sicard,Direct Energie,19880101,France,1.77,64.0,https://www.procyclingstats.com/rider/romain-sicard
827,Roman Kreuziger,Mitchelton-Scott,19860506,Czech Republic,1.83,65.0,https://www.procyclingstats.com/rider/roman-kreuziger-1
828,Roman Maikin,Gazprom-RusVelo,19900814,Russia,1.77,68.0,https://www.procyclingstats.com/rider/roman-maikin
829,Rory Sutherland,UAE-Team Emirates,19820208,Australia,1.88,75.0,https://www.procyclingstats.com/rider/rory-sutherland
830,Roy Curvers,Team Sunweb  ,19791227,Netherlands,1.88,73.0,https://www.procyclingstats.com/rider/roy-curvers
831,Roy Goldstein,Israel Cycling Academy,19930520,Israel,1.74,63.0,https://www.procyclingstats.com/rider/roy-goldstein
832,Ruben Companioni,Holowesko - Citadel p/b Arapahoe Resources,19900518,Cuba,0.0,0.0,https://www.procyclingstats.com/rider/ruben-companioni
833,Rubén Fernández,Movistar Team,19910301,Spain,1.77,60.0,https://www.procyclingstats.com/rider/ruben-fernandez
834,Ruben Guerreiro,Trek - Segafredo,19940706,Portugal,1.78,67.0,https://www.procyclingstats.com/rider/ruben-guerreiro
835,Rubén Plaza,Israel Cycling Academy,19800229,Spain,1.9100000000000001,77.0,https://www.procyclingstats.com/rider/ruben-plaza
836,Rüdiger Selig,BORA - hansgrohe,19890219,Germany,1.88,80.0,https://www.procyclingstats.com/rider/rudiger-selig
837,Rudy Barbier,AG2R La Mondiale,19921218,France,1.79,0.0,https://www.procyclingstats.com/rider/rudy-barbier
838,Rudy Molard,Groupama - FDJ,19890917,France,1.78,62.0,https://www.procyclingstats.com/rider/rudy-molard
839,Rui Costa,UAE-Team Emirates,19861005,Portugal,1.83,69.0,https://www.procyclingstats.com/rider/rui-costa
840,Rui Oliveira,Hagens Berman Axeon,19960905,Portugal,1.83,66.0,https://www.procyclingstats.com/rider/rui-oliveira
841,Ruslan Tleubayev,Astana Pro Team,19870307,Kazakhstan,1.78,70.0,https://www.procyclingstats.com/rider/ruslan-tleubayev
842,Ryan Anderson,Rally Cycling,19870722,Canada,1.77,66.0,https://www.procyclingstats.com/rider/ryan-anderson
843,Ryan Gibbons,Team Dimension Data,19940813,South Africa,1.81,0.0,https://www.procyclingstats.com/rider/ryan-gibbons
844,Ryan Mullen,Trek - Segafredo,19940807,Ireland,1.8900000000000001,77.0,https://www.procyclingstats.com/rider/ryan-mullen
845,Sacha Modolo,Team EF Education First-Drapac p/b Cannondale,19870619,Italy,1.8,67.0,https://www.procyclingstats.com/rider/sacha-modolo
846,Salvatore Puccio,Team Sky,19890831,Italy,1.82,68.0,https://www.procyclingstats.com/rider/salvatore-puccio
847,Sam Bennett,BORA - hansgrohe,19901016,Ireland,1.78,69.0,https://www.procyclingstats.com/rider/sam-bennett
848,Sam Bewley,Mitchelton-Scott,19870722,New Zealand,0.0,0.0,https://www.procyclingstats.com/rider/sam-bewley
849,Sam Brand,Team Novo Nordisk,19910227,Great Britain,0.0,0.0,https://www.procyclingstats.com/rider/sam-brand
850,Sam Oomen,Team Sunweb  ,19950815,Netherlands,0.0,0.0,https://www.procyclingstats.com/rider/sam-oomen
851,Samuel Dumoulin,AG2R La Mondiale,19800820,France,1.5899999999999999,56.0,https://www.procyclingstats.com/rider/samuel-dumoulin
852,Sander Armée,Lotto Soudal,19851210,Belgium,1.8900000000000001,72.0,https://www.procyclingstats.com/rider/sander-armee
853,Sasha Weemaes,Sport Vlaanderen - Baloise,19980209,Belgium,0.0,0.0,https://www.procyclingstats.com/rider/sasha-weemaes
854,Scott Davies,Team Dimension Data,19950805,Great Britain,1.8399999999999999,66.0,https://www.procyclingstats.com/rider/scott-davies
